Comments,sentiments
Who dey endorse person for 2nd term wey never use 6months for office?,positive
My man how many accounts do you have? Are you not tired of this local you dey do?If you're not in this condition you're claiming to be may God bring it to you hundred folds,neutral
"Good morning all Nairalanders!The title seems funny, right? Well, na reality. I received my salary yesterday in the evening 7pm or thereabouts but before 6am this morning it has finished. Na only 5cups of rice, 3cups of garri and 2cups of beans with grandnut oil i bought the money don finish. No even for Maggi and sugar can you imagine?  This Life no balance shaaSome private companies are slave masters they don't care about minimum wage na only nlc dey make noise.",positive
Èkó ilé!Make Ogun state and Oyo too dey follow!,neutral
"If you don enter, do not forget you were once a civilian. Hence treat everyone with respectNo go dey move like weigh-ray oo",negative
No EvidenceStreet life nor dey get receipt!,negative
So una dey take mkpurimiri for dat side Rip to the dead,neutral
Which one come be rehabilitation of obi Road can't u use head line dat's meaningful most obi name be mention? Mind u am not an obidient but bad road dey everywhere for d country,negative
Their gun dey amuse me Even with arrows 🤣🤣🤣,neutral
"LOL AND NA THESAME PEOPLE WEY DEY REJECT THE DOG MEAT NA STILL THESAME PEOPLE WEY DEY ALWAYS SHOUT ""AFTERALL MEAT NA MEAT""",negative
So??Pikin wey dem go use do EBO for Junction?No dey hype nonsense biko.,negative
"Some people hate taking responsibility for their errors. It's not possible Samsung screen drew a line on your phone without any error on your part.Secondly, calling Samsung thrash is laughable. iPhone dey learn when it comes to quality phone screen.",negative
"typical igbos n their liesU wey still dey stay with your mama, the same thing corridon told us until someone saw his post where he ate beans wey cockroach don die insideU igbos n lies are inseparable Na only igbos get money other tribes dey begReno has a word for u on twitter oooEconomic scavengers that are feeding d whole world",negative
Lol..... election wey don go u still dey find calm....Make una no go form alliance split by 2027 again na another round of explanation without no evidence since y'all av decided to be greedy...,negative
"Upon all the problems in this obodo Nigeria, nah common egusi wey dey comot for nose 👃 while it is being pressed dey worry you...Bros, you don't have a problem, go and sleep",negative
Damnnn niggar Nice..although them real niggarrrs in Somalia go still use vpn access amBanning Tiktok and telegram is not badEven here  in Nigeria titok comedy and pranks is becoming annoying and expensive pranks Warey na wetin you dey like to watch on Tiktok na im Tiktok go dey automatically give you more Which means you dey love to watch girls half naked,positive
If I'm Peter Obi I'll just withdraw this case from court and allow Nigerians suffer this for another4yrsThe ones wey survive am go use their hand get sense by forceFYI this is the best of TinubuImagine tribunal upholds Tinubu's stolen mandateNa that time he will show his true colorsHe's just doing his best now to win you guys heartImagine what his worst will be if this is his bestThe cocaine sniffer was busy signing bills up and down una dey rejoice he kicked the ground runningWhere are the effects of the bills now?Nonsense,negative
"Oh..u even use a 90k phone??.....hahahahaha she obviously doesn't give a fvck... Na baddie u dey follow roll...Of course they don't think.... Why would they bother to think when they want to spend money they didn't work for. Women are very smart ...they understand money is hard to see and will hardlly spend their hard earned money on phones, wigs and the likesThe day babe tell me make i give am 60k make she for add by wig....I tell am I nor get for now...the wéréy tell me say make she lend me the 60k now..say when I collect salary I go pay am back....Na that day I don understand how these modern babes dey reason.... Baba..just relax ...u go meet better woman ...Dem not too plenty oooo ..but if you no too focus on big yansh,  bobbiii, olosho vibes, artificial beauty with bucket of paint for face, u go jam better woman",negative
"Which mumu banSaudi have expatriate bars where shayoo dey, with belli dancer at clubs, plenty shisha, shawarma, kahbab Ajman and Fujairah are next to Saudi and the kind of Liquor shop they haveNon in Nigeria can compareAsewo, Olosho, Shayo , crazy drivers and drug dey everywhereAlcohol wey be house delivery Dem dey doIndians love cocaineArabs love AlcoholNigerians love weedPakistani love Olosho.",negative
Lol una go explain tire....Y'all have party agent at every polling unit give the world your winning Figure and stop looking for disqualification up nd down....All eyes on Judiciary buh you no see figure tender to dispute INEC figure  buh noise Left nd right dey go US court to go find Mandate wey no lost instead of facing the real score and proving you won....,negative
From Lagos you intend to visit once weekly? Is Enugu now in Ogun state abi you go dey disappear for fast movement,neutral
"This woman is always jumping from one scandal to the other, even if na Man, e go don tire to dey get caseHonestly, this woman fine...she oozes class and EleganceU cant tell her school is a scam, she don pack money wey yahoo boys fit only imagine for their next life",negative
PDP still dey exist?They better apply to join LP.,positive
you dey talk nonsense na. Use direct proportion a topic in primary five mathematics to solve how many percentage of voters turnout in Nigeria. Use cross multiplication to get your answer correctly. Thank you,neutral
Fight no good and dey e no dey pay anyoneBut no go find trouble!!!!!!!!!Now Israel wont stop till they have done 500% damage in revenge,negative
"Remimds me of thsoe days in school when we'll protest & vandalize school properties out of anger & VC and the rest go dey laff us..Next semester, everybody go pay, VC and others gets new cars and new properties",neutral
Normally... Dem suppose dey screen those being employed as teachers for psychological issues.I can't understand how we keep having people with mental health issues and serious anger issues in the teaching profession and Law Enforcement. Some of these school teachers and heads are even known sex offenders.,neutral
This man still dey,neutral
All this news.The refinary go function this year abi e no go function.Because I don't understand only in Nigeria something when no dey work them dey commission,negative
"That's how a stranger stole my phone  earlier this year where I want to do good Samaritan,now if strangers tap me if you see the eye I dey look them .  Them go know so this wan"" na no go area"", I don't want to know you are passing through anymore",negative
Stop the stupidity.Na money all of them dey find. Saudi's payment reigns highest. No one gives a shit about your Penaldo.,negative
Lol people receiving money in Dollars right now na dem be king na only dem dey beat the Economy...,negative
"Person never even finish first term, you don dey endorce am for second term, is it not madness?Well wabara is trying to be relevant in Nigeria politics and such statements can only draw attention to him....",positive
The actual fuq be say she open her legs wide fvck well well come get belle but she dey shame to nurse the baby. She hide the pregnancy for under hidjab,negative
Go check ur star abeg.I hope say you no dey among men that are destined to slave for ladies with nothing to show for it at d end.. Learn to say NO  and stand by it !,negative
"Shebi Britain wants to stand alone and aloof ni, they will lick their wounds for a very long time. Your economic is in shambles, with aging population, and unnecessary finance of proxy wars, yet you dey break away from EU without concrete economic roadmap 😆It's a bad time to travel go school, tourism, work, and flex in UK. The taxes will be bigger than Olumo rock 🤣UK citizens and the Jakpad population, the shege is coming, rumbling like a great storm. Brace up, winter is coming 😁",negative
"Dey are teaching Igbos a lesson, politics 101",neutral
Mynd44 Seun NlfpmodCan You See what Wawelexy dey talk for here,neutral
You are Lucky Donal Trump was not President when The Druggie went to UNGA the guy for dey languish for US Jail. Young man like you with certificate dey defend drug pushers and certificate forger,negative
"another campni bo lo tun jaasi bayi?para_deybody military camp dem go, No allowee bt na dem go pay that Government wey hold demTinubu  dey government from 2012 or na him pamper dem? Brendaniel:Were corpers getting kidnapped like this that time?yes during Jonathan, that they had to stop posting other region there.. but PmB reinstated the old ways again. I served 2012, get facts right",positive
Una confusion dey confused una. I don go...,neutral
This thread go dey lit pass ESPN,neutral
Ground operation is never an option in this present day.You see those suicide (kamikaze) drones them exposed Russians infact e dey make all this Big Weapons an expensive toys.,negative
We too dey overdo....na part of our problem be that,negative
"This govt cant be trusted, why not make the discount continue. The discount from the onset was just to score some political points, yeye dey smell.",negative
NNPP supporters too dey do this rubbish? The mob madness is really contagious.,negative
No be person wey first call police dey win case,negative
it's good for them.... As na yoruba dey kill yoruba....... Useless youths from useless and pathetic region..... i would like to here more news like this..... Abeg make una no stop.... Keep on killing yourselves......,negative
confused  🐀. The wicked 🏃‍♂️ 🏃‍♂️ 🏃‍♀️ 🏃‍♂️  when no one dey pursue am.,negative
This interior minister dey try o. Making wave and name already,positive
"stop hiding ... Na why your region dey backward, una too dey hide",neutral
"Person papa dey tweet like small pikin” — Dammy Krane claps back at DavidoAfrobeats musician, Dammy Krane responds to Davido, drags him for tweeting like a small child in latest tweet.This is shortly after Davido dragged Dammy Krane, claiming he housed the musician at his place in Atlanta. Eyes Of Lagos reports,However, Dammy Krane has come out to debunk this information, claiming he only lived with Davido after he convinced him to because of a Sony deal he was about to sign.Musician, Dammy Krane.In his words;“see as you wan disgrace yourself na now you go really get that izzue.”“1: ‘Izzue is your song’, you featured me bro & it was released on your YouTube & Digital platforms (you chop all the money alone) Thank God everything is Online (receipts dey).”“2: You convinced me to come stay in your house because Sony music guys in Atlanta reached out to you that they want to sign me (that’s wen We did an affiliation with my label & DMW)because You wan chop out of my Sony music deal, Na you still scatter the deal cos d deal go help me”.“So because your friend gifted you , so he shouldn’t pay for the goods he took from your shop?” That Got me like.”“David-owe warn yourself owe”source: https://eyesoflagos.com/2023/10/27/person-papa-dey-tweet-like-small-pikin-dammy-krane-claps-back-at-davido/",negative
Which state is your house located abi you dey fear to mention?,negative
"una still get una ex number,una dey try oo",positive
"Jealouscobra, where you dey? I dey enjoy your comments on the agbado supporters. Biafra or nothing!!",neutral
"So many things are going on behind closed doors in mainland with married women. Most especially the wives of those that wakes 4am to beat the 3rd mainland traffic and get back home 11pm. So, I'm not surprised with the figure from mainland. Eyes dey see many things",negative
"What's he going to do - seize her phone? Stop giving her credit? Block the wifi? Police her internet use?Nonsense and ingredients.    Na the girl dey disturb me. Ahah see me, wetin I go dey find with their small girl with standing bobby and big nyash?",negative
Na all of us dey face one or two in these country.. and that doesn’t make us criminal,negative
"I just tire oIgbos have not been voting but the choose PDP.Then finally they came out to vote and we all saw what happened, the propaganda of the north have the number was exposed.Even the Kano could not generate 1.5m votes hence the bvas wahala.I always asked why will someone living in a desert have more population than south.Say them dey marry 50wives bla bla bla .How many children are in IDP in the south?How many are sick.How many homeless.",negative
Druggie dey fear.,negative
"Hehehehehehe     Orisirisi something. As the Yoruba will say "" Shaki sef dey do like Fat!""Ponmo sef dey feel like Chicken Barbecue""   ""Orisirisi appeal. God bless Our Lawyers in the house,Season to cash out.",positive
"Na dem go complain say money no dey, na dem go still wan sustain their wasteful unproductive life without the slightest effort to make sacrifices for the sit they occupy.Masses should make sacrifices, while officials sustain and increase their opulent lifestyle.  Very pathetic.",negative
"So they wanted a puppet, plus who are those ""Big Powers""?Na everywhere superior power dey for this worldI actually long to be one of them but as a Nigerian, na juju dem go use puf person comot at young ageOBJ wanted to be everythingHe's still an accomplished man tho...He con enjoy long life join",neutral
"This nonentity, na everywhere you dey.",neutral
"Its Obi that caused the high cost of operation. And Obi won't be able to travel with air anymore. Let the agbadorians breath  On his mumudate they stood,they are now queuing for sachet of garri.. What about those fake bishops during campaign? Those guys must be enjoying the country now.. Fools!Apc messed una up for good 8years.. Una still carry dey support same APC.When Bat was avoiding debates ,them no still fit get sense to know that he has got nothing to offer..",neutral
Na so... Kill them all... D aim of joining the military is to fight and kill.... No be to dey flex uniform up and down dey oppress civilians,negative
Na dem dem I no dey put mouth for people family problem,negative
";Dhahaha lolUnna still dey dream that thing?Bazoum will be sent to exile soon. Zimbabwe, Uganda, Iran, Russia, China even this same Nigeria is under some kind of sanction from the West, who has died?  Dey there dey chop Western countries' faeces, we are in a multi-polar world now sanctions do not work anymore. And the day Nigeria  tries to invade Niger not only will Nigeria never remain the same but Nigerians will become the enemy of African countries and the most hated group among Black people.Most African people are with Niger, even worldwide hell even some Nato/EU countries like Italy are secretly with them.The war mongering and oppressive USA and the West are setting a trap for Africa, go and dive in.",negative
Lol. Hope say no be one gal you been dey try to impress so wan go kpai for mountain?,negative
Dey hid under SS to talk rubbish.What concerns an Efik man and an Ijaw man? What do they have in common? Mention your tribe or keep shut.,negative
Be like say market don dey finish for shop,positive
OBIDIENTS  dey disguised as labour,neutral
"Who reach 90 for Nigeria na don .Country wey nor send her citizens.Cooking gas na N1000K per kg.That na tip of the iceberg for so many increment to come.E good because na only Igbo tribe the increment affect.Other dominant tribes dey buy am perhaps, N100 per kg.",positive
"Why has Tinubu forsaken FFK, after all the sacrifices, time and dedication FFK made for his Presidential ambition to become a reality. I spoke with FFK the other time, he said my guy you have forgotten me.I was like Boss its not like that, how is family? He said hunger is about to kpai him that i should run him urgent 2k make he take see road, i weak for my guy one time.Make Tinubu give FFK post na, even if its minister for inter house sports.Why betray FFK? Dude no dey even too come online again, him Data don finish.I go try share am Data later sha.",negative
the guy no dey tire at all... wetin yoruba do am i no no,negative
We dey,neutral
"Wehdone ohSometimes I wonder wetin some ladies dey use hook some guys.Person wey dey 31yrs wey suppose dey plan how she go take settle down still dey reason to show off with iPhone.Nigga.....kindly let go off that lady....she is not worth ur time or attention.Some ladies and their entitlement mentality...well,I no blame them.Na some guys wey dey mumu around them",negative
We never solve the one wey dey do us na to begin do busy body for war wey no concern us!,negative
"Imagine oluwole wey never baff well dey call somebody ""pig""?Wonders shall never end",neutral
Them don see how e dey be! GEJ really get patience,neutral
SSA Government House Pool Is Different From SSA Government House Swimming PoolEnglish Na Your MateJust Dey Play,negative
Dey mumu yourself from thread to thread with your usual posts.,negative
"Na una sabi, make in a abandon governance dey do Tom and Jerry skit.",negative
I've nothing to say here. Bye.See big mumu dey under me.,negative
This kind charm dey naim we never charm our leaders since?Na Cleric dem write before dem change am to Alhaji Afeez. Dis one no concern me as dem suppose talk say make I declare one ting laidat before I comment. Make I Dey go jare,negative
Make una dey rest na,positive
"Channels TV liveJustice John Okoro schooling the olodo lawyersOzhekhome SAN don scam him magas againGbajabiamila sef dey sleep for court,...  they already know the winner.",negative
"Ok na, Media trial lawyers where una dey",neutral
No be only matching orders.... Na running ordersRubbish...Just dey shout Emilokan up and down without a single plan What concerns Peter Obi in this thread? Na Peter Obi dey formulate policies? na Peter Obi remove subsidy? Abi na Peter Obi be CBN governor?E be like say If you no mention Peter Obi name for 24hours you no go dey alright.Cardozzo:U re mad .but u can mention Tinubu and go Scot free abiYes I will mention Tinubu's name because he claims to be the president of my country..... Abi Peter Obi Na your president??,negative
All sports has a regulatory body...use the internet to DYOR then reachout to them and achieve your aim.emerged01:Rugby na for person wey dey eat very wellWittyness.,neutral
Woman matter again. Una no dey tire?,negative
17 years old girl inside hotel. This one don dey collect gbola already Why hide her face when it's all over twitter.,neutral
Daniel jst dey play oh,negative
"Mbaaaaa.....e never start sef.Una say Igbo man cannot be president of Nigeria, abi?In case una no know........there's no tribe better prepared for the worst in this country than the Igbo people.Cow wey no get tail, na God dey drive flies for am.",negative
Na mumu dey join Nigerian Police!,negative
"They will never ever tag this guy a terrorist. They will use words like mass shooter or just shooter like say we no know the dictionary meaning of terrorism. They will avoid the word like a plague because as far as their mind control propaganda machine is concerned only Muslims and Arabs can be terrorists. They use their narrative to brainwash most people. Check Hollywood movies from the 1920s the bad guys are either Arab or Russian or any Soviet ally. E get why. Like I said before, na America Devil dey stay.",negative
This man don dey grow wings.,neutral
"Mentioning 1M asif na 100M, like dem no dey dis country and dey observe exchange rate, Rubbish enticement 😆",negative
"If I have the cash right now, I'll buy a Tundra and a Range Rover. Bad economy no concern Person wey dey earn in dollars, or loot Government funds",negative
"This is like a scene straight out of a war movie...! Hmmm... These Hamas people are just clowns. Why start a war you can't win??! Who pushed them into that foolishness??! See as dem dey collect wotowoto for Air, Land, and Sea... No mercy at all! Israel is not even moved or slowed down by the hostages taken by the terrorists.",negative
"Na Kanuri time be dis.. Kanuris and ijaws don displace the 5%ters. 2031 will be North/SS Presidency, i see another tribe from SS entering Aso rock in 2031. Make 5%ters continue to dey form online presidency on social media.",negative
"UselessBuharist:To comment nonsense as usual Dem MANNA don show this nl children shege for dis forum.She lives free on their brain.Dem MANNA,  ipob nightmare online  🤣 😂 😃.Aunt MANNA,  continue to dey give dem wotowoto abeg.I always like am.Bb9ja, I dey gbadun una abeg.Fights everyday",neutral
"Omo, people dey bite for this country o.Na who no dey chop dey complain",negative
"May his soul Rest In Peace .... problem no Dey finish , make you try Dey enjoy",negative
"Cristiano Ronaldo is the perfect example of ""What Jealousy Does To A Person"" This man never had a peaceful life because of his unreal jealousy towards Messi. He was always too obsessed with Messi. In past he used to mention MESSI in his interviews. Now he is not relevant anymore so he started commenting on posts related Messi.2021 : Factos 👀👍 2023 : 😂😂😂😂They say ""Messi destroyed his mental health"", nah bro it's not Messi, it's his jealousy which destroyed his peace.Y’all see why I despise this godforsaken retaaaaaard, I mean who does that, he’s so insecure and jealous that he can’t even hide it anymore. I knew he was in severe pain since Leo won World Cup, na the pain go kill am. He is a lil biiitch, cos this na bitchy attitude, and na this bassstard and miserable fellow some ppl dey look up to as role model. If any of you act like this in real life, one thing is certain you’ll never go far in life.Leo doesn’t care about this serial rapist, cry baby, unfortunate soul. Messi always act with respect yet he Dey always misyarn, he should thank his stars that Leo is reserved, if not e no reach. Just like fav and fanbase. Toxicity run in una blood, and the ones on Nairaland here, I’m sure most of y’all are having a shitty life your fav. He’s so rich, jumping into whenever he scores against imbeciles yet he’s unhappy cos he can never be Leo Penado has been forgotten, nobody care about him anymore, as a whiny biiitch that he is, he Dey look for attention. Y’all will cry blood. Penadogs y’all free to cry in my mention as usual.",negative
Something about South West Nigeria that sets it apart from other regions.Dem dey try abeg.,positive
U dey sell accounts and u want make people patronise you for account recovery? Meet me at the Police Station let's discuss the price abeg  Awon proud Geeboys,negative
Problem no dey finish,negative
Wetin the horse go dey chop nko? Hope say e no cost too?,neutral
Money dey where e dey abeg eeee.,neutral
Who dey chop the school fees,neutral
All ignorant people Don dey keep quiet after littany of wrong aqusation,negative
Source: David Hundeyin,neutral
e pain you ooohahahahahaas e dey pain you oooe dey sweet me baje oooas e dey pain you oooe dey sweet me baje bajeas e dey pain gan gane dey sweet me baje bajegbagili gbagili gbagiliHahahahahaha nice song,neutral
"Normal'' She is pained'' I have the same experience with one of my ex'' the girl they swear swear anyhow, sometimes dey gossip about me. I only told her to find somebody better than me' there is no competition in life, i want the best for u. Though na me break her heart'' sha",positive
Which city you dey for Sweden? Hope no be Kiruna sha,negative
Lawyers go just dey cash out anyhow,neutral
"osanubua lahooooo. Breeze don blow, fowl yatch don open If na millitary we dey, this boy for don die even b4 reading this",negative
Dey play,negative
"See as Atiku is desperately trying to explain how he became Siddiq only in 1965.Miracle no dey tire Abubakar.So tey dem use style circle the name commot, so that we no go see say no be Siddiq Abubakar dey the photo album.",negative
"e dey blood bfrNa products wey no get LABEL before, but now found what to blame or name! ""HARDSHIP""",negative
"I know say my village brothers , go think say village hand dey am",neutral
satin you find go sokoto dey shokoto.,
Better listen to advice. Abi u no dey hear of the security men wey Dem dey kill for dia?,negative
Half baked news.Which day dem dey hold ham b4?,neutral
Her parents' minds won't be settled as things dey now.,neutral
"Una don get electricity, education and healthcare?….:Time dey go.",neutral
"Wike the landlord of Abuja.  Gumi dey cry, Ipob dey cry, Wike dey shine.",negative
You no lie...  If you see the Oyinbo wey dey help am drive him yatch and people working on his yatch at his dock in VI. Money pass money,negative
Did Tinubu hand over to Peter Obi?Dey play.,negative
"Mr commonsense, If David Hundeyin catch you",negative
"Na like dis e dey take start. Later dis one will find himself in the senate or somewhere else and continue the looting. We keep blaming those in power but fail to understand that we elected them from amongst us, they didn't fall from they sky; they have the mindset and mentality of an average Nigerian who sees every leadership opportunity as an avenue to amass wealth. Back then in school, one of the SUG presidents once used the SUG funds to buy himself a sharp ride, it only got sour because out of his greed, he failed to settle those of higher hierarchy. The aggrieved parties blew the whistle and raised an alarm and the rest was history",negative
"Omo ship don sail...If you dey still dey find ur mandate, you go cry tire...Start hustling hard cos tomorrow is not promised for you, if you dont hustle hard",neutral
Enough pressure everywhere.. baba nGod in thy hand we dey oo,neutral
"Respect we the big bro southerner, for here pure water Na 30 naira, bottle water 250 and for niggaz cup of loud Na 10k so anytime when you dey visit Delta please come with your loud",neutral
I am not responsible for your frustration. As if we all no dey the country. So i should kill myself because this country. Alaye go lick honey abi sugar... You go dey alright las las. Carry your wàhálà go aso rock where your real problem is.... Mtcheww!,negative
All these people no just like this Countree at all.Wetin dey their mind na to just loot everything till the forever but dem no go succeed Sha.,neutral
Person wey like luxury like wetin I no know..he hates cutting cost and spending unnecessarily unlike Obi who is very frugal..Make we just dey manage am like dat..God no go shame us,neutral
David Hundeyin is already cooking another rubbish for his Obi dense supporters on his X page.,negative
"[quote author=Rebuker post=125918967]Hilda Baci, a celebrity chef renowned for breaking the world record for the longest continuous cooking hours in the Guinness Book of Records earlier this year, is in for a double celebration.In honor of her 28th birthday, she's been surprised with a Range Rover gift, and you can watch her joyous reaction to this extraordinary present. Once again, a heartfelt birthday wish to Hilda from the entire GlimpseTV team.https://youtu.be/MVY_lxRlmI0dark man!Make we know talk, as we never know werin her own producer dey market   i hate assumptions",negative
"I agree , I didn't go to school.  But at least I didn't lie that I went to a school in 1970 meanwhile school started 1974.At least I am a male and all my documents show I am am male.My birth date has been the same from the day I came into this world.At least I didn't forge a certificate.Will you jump out from here before I take your matter to David hundeyin to dig your forgeries.",negative
"Make una Dey go work on time na. Wetin be all these?Oga at the top, today wey you manage go early you say na ‘compound master’ work you go do. The workers too na werey dem be. Dem lock am inside. Make we see as you want take come outside😂Oga just follow civil service rules with regards punishment for defaulters not all these primary/secondary school tings wey you dey do.I thought by now the OHCSF should have arranged for buses to convey civil servants to work & back as part of the palliative to cushion the effect of subsidy “removal”. Abi dem no Dey reason go dat side? If na to share rice dia brain go work well.",negative
"Whobedatte:Scoring tap in goals in Albdulmitalab league . Ronaldo is not a proper footballer , just a stat -ladder and glory hunter It is an insult to be compared with Messi , the greatest of the greatest .Hezmatosky:Where dem dey?Pathfinder2090:C Ronald is good no doubt, but Messi is the real GOAT 🐐",negative
"If this happened in Africa, they would have been writing to the embassy screaming African leaders are killing freedom of speech.But here is the UK prime minister sacking someone just because he called for peace.If na one African president dey kill people of other country, USA go condemn to The Hague but since it is Israel doing the killing, they look the other way and say they are fighting terrorists. This world is the more you look, the less you see.",negative
We plenty for this table.Salary nowadays is pay as you go. e nor dey reach spend not to talk of saving,negative
"U go just dey ur house o, hausa people go just dey knock ur gate and wen u open u go dey hear i never eat or somebody dey hospital. Atemoka.... To beg easy for Kano people abeg",negative
Talk is cheap...what's stopping Russia from joining Hamas to fight Israel ?   Small yatch dey shake,negative
I dedicate this space to all married women seeing shege in dia husband house.. God dey,negative
"See as this small man united news dey hit front page, imagine if this na about chelsea abi arsenal player, who for see even for back page Las lasUnited na FATHER",neutral
you wishNa their own soon scam from eating share of loot Dem dey after,negative
"This northerners sef. Na wa o! Na so them say attack on Boko haram is an attack on the North... of course we knew the aftermaths. When we dey do reasonable protest like #Endsars (police brutality) them no follow us o. Buhari their brother destroy the economy, them no ask am to resign or protest against am. Na Niger crime lords (juntas) them care about... Who dey attack Niger? ECOWAS wan attack some junta criminals that hijacked Niger government from the people (democracy) to the military and restore democracy there. Which one be attack on Niger? Una dey confuse modern war with ancient war wey them dey kill both fowl and goats join. Na wa o!",negative
the joke no even sweet self. The thing dey very dry,negative
"Locate who? 🤣🤣🤣That generation don pass and the generation of the unborn child in the story, would very likely use locating of the father as social media content and would be streaming live  for his/her followers, use the old man do FATHER REVEAL and go back to their regular life, abi u dey expect them to start bonding at that age?🤣🤣🤣🤣",neutral
Ehen?.Na we dem dey lament give?,neutral
I no wan talk wetin dey my mind. But may his soul rest in peace. May God grant the family the fortitude to bear this loss. It is well.,positive
"Dis is one of d reasons why small country like Niger Republic keep insulting EBOLA Tinubu. Imagine a 25yeae old military governor insulting EBOLA Tinubu.Baba never enter, walking stick Dunn dry en hand, by d time baba go reach office na wheel chair baba go dey use.Mak old men rest dem say no",negative
See how high him eye dey.,neutral
"More reasons why I have been hoping and anticipating my study visa  to be approved, so that I can ' elope' for my PhD Programme in a foreign land. It's more of a scholarship. God, nah beg, I dey beg.",positive
"Instead of you to look for means of making money, na gym you dey go. Na muscle women go chop",neutral
Na so den go dey deceive us say na real love.  Keep quiet if you don't know the details of the deal.,negative
"Some states were unable to pay the initial #18,000 na #35k dey go pay??Naija is a joke.",neutral
Lol election wey don finish since na cruise loosers dey catch....In dere own dummmy way as always dey will still come out with one theory telling us is fake.....,negative
"Believe Tinubu at your own risk o!.Politicians promise you, you dey get joy .You are on your own o!.OYO lowa.",negative
"If you are not from Nigeria and you are reading this, you will think OBJ is a saint ....Oga OBJ go and relax, Fela bin don tell us your doings. You be criminal sir. Na Buhari dey make am look like say you be saint",negative
"This is not good.CBN and NNPC are the major problem of Nigeria.How?CBN has failed to make forex available to the people that needs it e.g manufacturers and production companies. It's funny how BDC has dollar to trade where as companies can't access this dollars to purchase raw materials needed for their production. CBN is just plainly wicked and they intentionally keep the nation in shambles.NNPC has also failed to leave up to it's name. The forex they earn from sales of crude. Na dp so story them dey talk. Today them discover pipeline, vessels, illegal refinery. It's all a coordinated plan to steal from the country's purse.",negative
"Make we tell her say she be CLIENT? This one no know say nothing fit shock us this life anymore, as na NEPA dey incharge, light don go since, so we no charge the SHOCKER.",negative
"Anybody that Snatch ballot box RigFight dirty Kill for any political post CAN never serve the masses,See as Dem dey bribe judges,Look at what dey have turned our lordship into.",negative
"Las las, none of these polithiefcians dey holy.. .. ..",neutral
Oloriburuku say na self defence.Thank God say video evidence dey,positive
"Nonsense!!! If he said 5million naira, I for believe, but 5million dollars? Common!!! smoking of weed is not banned in Nigeria? Even for where Dem ban am Dem still dey smoke am. With 5m dollars I'd go there and smoke weed and pay whatever fine",negative
"Who does that in Naija?!! Even if you have steady light, never take such chances...!Electricity in Nigeria fit off without reason... In a blink of an eye.I remember how a foreign client of mine couldn't understand what I meant by Power outage... He was wondering if there was a hurricane, earthquake or tsunami.  Naija matter dey shame person abeg... Imagine the nonsense we still hear coupled with all the sufferings already on ground.",negative
Dey invite him not arrest,negative
na Nigeria you dey ba?,neutral
Mouth wey no get control... just dey open mouth waaaaaaa and cho cho cho choWhereas she get many things wey people go use yab her for body,negative
Na who chop bellefull dey think about knacking,neutral
"Dey joke, they forgot Wike is a lawyer married to a judge and practiced before Peter Odili brought him to Governance Wike reports only to the PresidentOversight function doesn't stop Wike.",negative
Sanwoolu head and neck dey somehow,neutral
Adeyeye no get post.,negative
"You dey mind the Ignorant shouting ""justice must be served""",negative
That face has seen a lot hardship to be 28. Naija nor funny at all. Nobody Dey laff this period.,neutral
Why your yansh dey very big?,neutral
Naija no dey carry first for anything good.And tinubu will only amplify the disgrace of this country,negative
"CCTV captures four men stealing from a woman's vehicle in Agungi, Lekki Lagos.The men who arrived the gated community in an SUV, observed the area a little before breaking into the vehicle parked outside, to steal some items.#wetindeyhappentv https://www.youtube.com/watch?v=1ypaQChzYHY",negative
"Cross, the dreamer. Perhaps the dream was about you leaving the house and you guys met at eviction party. No worry soon you will join them.Naija dey suffocate person walahi.",negative
Naim dey pain ona....ona wen don do worst,negative
"He wrote that?Or he said those and someone wrote it?It was difficult to readBut it’s sha related to cultism thing, the cultists wan fight and them go soon Dey dieWas mohbad a cultist?",negative
Ighalo and Ahmed musa started it.... I remembered wen dis guy left barca because Messi was taking all d credit.. He then went to psg... Then mbappe came around and started showing him shege.... Kai...no b everytime person dey leave comfort zone oh... Look at Eden hazard 2..,negative
Trust bored Nigerians to give her the attention she sought. These kinds for catch depression if na only me dey earth.,neutral
https://www.youtube.com/watch?v=OwavdpdtdNkNigerian Girl Flaunts Her Pet Monkey #wetindeyhappentv,neutral
"Equality..equality..until it's time for bills, una go start to dey quote bible ..... No be two hands God give everybody......abi ur husband get 4 hands and two heads? Once money is involved ...u only want to be responsible for little or nothing...but when it's time to share property u want collect everything....",negative
"You are not the first to do it and you won't be the last...Nigerian flag, no be flag, wetin some people dey match anyhow and nobody will talk...",negative
They would soon cum here crying that jews hate christiansBut when una wan do jihad score with una master (jews) na christians una dey killYet no be jews dey kill us,negative
The twyse guy na just mumu. U even see person wey get time tell u say make u no Kee ur sef u still come dey find follow up....u think she doesn't have her own issues?,negative
"I dedicate '""E dey pain me, ga-ga o"" by Original stereoman to you.Great jamz!!!",negative
Yet money just full everywhere for government house.Government house wen suppose dey receive salary reductions,negative
This Minister no dey tire. God bless and keep him. He's doing great.,positive
Mhizzard:From his statement or confession one would weakly believe he is innocentRevolution2022:You would have called him out on social media if it was true.The dead cannot speak.Do you even have proof?abi you and police dey fabricate lies against him.Sadly dead peeps tell no tales ...J.I.P Mohbad.Wittyness,negative
"At the end una go still you style pack money chop, use this opportunity open plenty back account. Make una continue to dey play",negative
Nothing concern me but E dey mind,neutral
