text,Sentiments
Warning: Not for casuals.  Intense flavor and a welcomed kick of caffeine.  Creates a good workplace banter and is a good test to verify your co-workers credibility as javaholics.,positive
This is the best and flavorful.,positive
"Healthy, tasty, and no strange aftertaste.",positive
"I was so impressed with this lavender! It has a deep color and the fragrance was outstanding. This is the best product of this type I have bought in quite some time. Not only does the lavender deserve 5 glowing stars the company does as well. I contacted the seller with a question about the product. The representative contacted me within a few hours. The question was answered promptly and the representative was great. I have used the product to make a number of things. The quality of the product is exceptional. It made wonderfully fragrant sachets and bath teas. I made small gift bags for health care workers and the response was overwhelming. I will definitely be recommending this company and purchasing more of their products. Great company, great product!!",positive
"Great oat fiber, huge bag.  I use it to add fiber to my baked goods. Be careful not to use too much when baking or it will affect the texture of your goods.",positive
This tastes SO gross! Doesn’t even taste like pesto at all - more like if you ground up a bunch of sticks lol I tried adding a ton of garlic/salt/pepper but nothing could save it,negative
Love these vinegar and salt almonds! This size is never available in the supermarket. Good price!,positive
I have had to cut my sodium intake and while I didn't care for potassium chloride and its tinny flavor this is a great substitute. There is still sodium in it but the level is a lot lower than regular salt.,positive
GRANDSON'S FAVORITE! LOVED IT!!,positive
"I thought these were no longer made. I've not had them since I left Minnesota over 30 years ago. If you like maple flavor, you need to try these. Awesome :)",positive
Delicious garlic oil that tastes great on everything,positive
This spaghetti is the closest to wheat spaghetti I've found. It does not get mushy and tastes great. Most other brands I've tried turn to mush but I'm very happy with this texture.,positive
Great chocolate flavor. Not fake tasting.,positive
Have to find a good use for this one. Flavor is Meh not very noticeable,negative
Bought this for my mother for Christmas .... this is the third year in a row I bought her the six-pack. This is her favorite Peanut Butter in the world! I love that it is made of simple ingredients without all the nasty additives.,positive
"My local health food stores stopped carrying this much to my dismay. I was relieved to find it on Amazon. It's the BEST chai you can find. No sugar, great spicy flavor.",positive
"Wet box, moldy pops, about a third of them are empty or are leaking!! Not worth trying to recover... PLEASE DON'T BUY THESE! So dangerous to serve to a child if you don't get all the mold washed off before serving!! I wish I could give it ZERO star rating.",negative
"Excellent quality, on second bag Great customer service, fast deliveryWill all ways purchase this brand, don't change a thing",positive
"Tastes the same as what I used to have when I was a kid. Each one is individually wrapped so the quality is very consistent. I agree that the sour part is short-lived -- I am actually glad that's how it is -- otherwise it becomes quite hard to bear, haha! Glad that I can find this on amazon. Thank you!",positive
"The thickest, best hot chocolate ever!",positive
"This is one of the best coffees from Peets, delivered on time and as described.",positive
"I bought this item for my caffeine addict mom, and she did not end up liking the taste. She gave me a cup to try and I feel the same way. I drank the full cup, then went to bed just fine around half an hour later. Maybe another product will at least have enough caffeine to affect me.",negative
We have tried a lot of protein bars and these far and away our favorite. The ingredient list is high quality and the taste is delicious.,positive
This is mind blowing almond butter! The texture is smooth as silk and it has an amazing nutty flavor for not having any added sugar or salt. I will never eat another kind of almond butter!,positive
Plant was in horrible shape when it arrived. Completely wilted broken leaves!,negative
Top chip,positive
Root beer candy. I bought it for my friend. She likes it. Lots for the money.,positive
"Awesome! Most snacks are small, so beware! But nonetheless, delicious for the most part! Good price",positive
This flavor is the best of the group.  Great cherry hint to awesome kettle corn.,positive
"Though the movie may have been ""true"" to Lewis's book (in that the script was basically word-for-word, verbatim), it failed to capture any of the grandeur that would otherwise be associated with an epic story like this. The mythical creatures (unicorns, centaurs, griffins, ghouls, ghosts) are *drawn* in, and as in the previous review, the green-screen flying sequence was very hard to swallow. I nearly laughed to death when I saw the humanoid beavers with their giant stiff suits and buck teeth; I nearly cried when I heard the wolf's ""howl--"" a man in a grey fuzzy suit basically shrieking as loudly and as girlishly as he possibly could.All of the acting is tremendously forced, especially that of little Lucy Penvensie... I could only take so much indignation, desperation, and buck teeth in the (what felt like) fourteen hours of watching the movie. The actress who plays the White Witch, in all her histrionics, seems that she'd be more at home on stage, where a booming voice, spread arms, and a valiant effort at something Shakespearian would be more than welcome. The sets feel claustrophobic, whether the scenes are taking place indoors or outdoors. Indoors, it's as if BBC could only afford to spend $100 on constructing a set, and so it is very small, and all the characters are constantly huddled together. The White Witch's castle is a run-down, rotting countryside English castle filled with Styrofoam statues and bad lighting. When the Penvensie children are wandering through the woods-- actually, *any* scene in the woods-- feels like they are simply wandering around in circles. The only thing that looks decent in the film is Aslan, but you can bet that BBC probably blew the film's entire budget on building the mechanical feline. It looks great when it's standing still and before it starts speaking, but once it starts moving, you can't help but pity the poor man who has to be the rear-end in the lion suit. Yes, if you are a hardcore Narnia fan, you may want to see this version, simply because it preserves every word that Lewis ever wrote-- but Lewis was certainly no screenwriter, and a lot of the dialogue feels chunky and awkward when on screen. During the scene in which the children are at the Beavers' and getting ready to flee from the wolves, Mrs. Beaver's incessant, ""oh, just ONE more thing, dearies, and then we will be ready to go,"" punctuated by the children's simultaneous cries and sighs and moans of ""NO, Mrs. Beaver, PLEASE!"" -- a scene of comic relief, so incongruous (they are supposed to be FLEEING from imminent danger, not wondering about whether to pack the sewing machine or not), detracts from the drama that the scene might otherwise have. In fact, the whole movie is peppered with directing faux pas such as these. I would recommend seeing the new Narnia (Disney 2005). The new movie, with updated effects, spectacular computer animation, great timing all around, and a gorgeous and scene- stealing White Witch (who plays her part with all the subtle evil of a seasoned politician, as opposed to a shrieking banshee) captures all of the grandeur and the magnificence of the world of Narnia without detracting the least bit from Lewis's original vision (I think). Lucy is a lot cuter (NO buck teeth, YAY!), as are the beavers (and realistically-sized), and bratty BBC Edmund has nothing on the divine, Desperately-Hungry-for-Acceptance-Insecure-and- Angsting-with-an-Inferiority-Complex Edmund that the new Disney version fronts. Unless you're the type who enjoys wasting time by making fun of campy movies, I would not recommend this film to anyone.",negative
"You cant say ""Where's the beef?""  with these beefsticks! Smallest most satisfying meat stick your ever stuff in your mouth! You will want for your next face meat stuffing!",positive
Delicious I made a pie and did pancakes also my daughter loved them and I do whole wheat pancakes surprisingly delicious for the price,positive
Best for crafting and baking,positive
All that needs to be said is if you like coffee and love chocolate then get these!,positive
My husband uses this for his arthritis.  It really helps.  It is difficult to find in our rural area.  It is great that it is available on Amazon.,positive
"My fav prepackaged carrots u can buy, love the multicolors",positive
My daughter bought this and it is a huge tub. Lasts a long time. She says they taste great.,positive
Awesome! So nice to have mushrooms when I want them. Making a mushroom omelet right now.,positive
"Where's the tea? All kombucha  has probiotics. We make it by the gallon. 1 cup of sugar, and a lot of that gets fermented out.... This sounds untrue.",negative
Exactly what I hoped for. Quick delivery.,positive
I like all Stur products.,positive
This spice is more lemony than others I have had.  Very enjoyable.,positive
I have been purchasing premium blue cheese stuffed olives of different brands lately and none of them taste “real”. There just is no fresh olive and blue cheese flavors anymore. It’s radically different than making your own. So I really can not recommend these or any others. Either do it yourself or just use putted olives that are not in a jar or can - so much better!,negative
Sugar FreeGreat tasteSmooth and tastyThis is the one if you’re looking for thirst quenching flavor,positive
The taste is great especially if you toast and add to veggies!  Better than salt!,positive
"These (Chicken Chili Verde flavor) were very tasty - a bit of spice, might be too much if you prefer mild. It wasn’t too spicy for me, and I don’t like a lot of heat. We pan grilled. I could see slicing these and making a southwestern sheet pan or skillet dinner with cubed potatoes, slice red onions, yellow peppers, maybe zucchini for color, sprinkled with cumin and oregano.My only con is that, typical of most sausages, these are salty. Not over the top, but if you’re sensitive to salty foods, check the package.",positive
"I'm a huge cheese straw lover and each flavor was great. The garlic was not overpowering, but I honestly think the Cajun ones tasted more like Italian/pizza than Cajun. (Probably due to the large amounts of herbs that are generally used in Italian cooking.",positive
"I have come to  my senses and realized that the air plants grow on trees and they are free if you want to get one ,, I can't believe that there are so many gullible people to buy for 20 dollarsMore power to ya!",negative
"By far the best tasting fiber bar I have tried, this flavor is not available in many stores though, and Amazon has a good price.",positive
"Bought these sauces for my husband for Christmas last year.  Over the past year, he has put them on EVERYTHING! He is running out of the sauce just in time for me to order another for Christmas.  The packaging is my favorite part!",positive
There is brown sticky stuff on almost all of the individual creamer cups. I am having to soak and rub it off of probably 300 or more individual cups. It don’t seem to have changed the flavor of the creamer but it is gross to see and touch.,negative
Mom has enjoyed them tremendously,positive
"Good product, super spicy, have bought multiple times and is always consistent.",positive
"Easy to cook, tastes great and is filling.",positive
"Love licorice, big bag!",positive
Used it for a prime rib,positive
"I have these as a noodle replacement and, surprisingly, they worked out great! Do not expect flavor from these noodles, they take on the flavor of whatever it is you cook with them... There is no flavor of their own. However, they are filling and a satisfying replacement. I've already re-bought and will do so again!",positive
I wish it had a lot more spice to it.,negative
"We love this in our home. It doesn’t have that yuk taste like most  low cal sweeteners. It tastes just like regular sugar and there’s no aftertastes. You can cook with it , dip strawberries right in it, anything you use regular sugar for you.can use this. I love it.",positive
I personally like the flavor of this hot sauce a ton!Only thing is that added truffle flavor can be overwhelming sometimes especially if you use it everyday,positive
I love this!  A sweet smokey hint with a tiny bite of zing .  I now use it in all my smoothies and green drinks.,positive
"Great, came quickly and as promised, thank you!",positive
"Tastes awful, can't recommend",negative
I have staff members that like sugarless bubble gum and this works.,positive
perfect; no complaints,positive
"Had this curry before,always liked this product",positive
Subltle heat..great smoky Flavor,positive
Love the flavor of cod liver it’s very mild .,positive
Tasted like sawdust,negative
It did good.,positive
"This oil is EXPENSIVE! but so worth it.  I snagged some while I was in New Orleans last year in May and just tried it recently.  I used to to make some of my protein cookies as well as make my own Balsamic Dressing and it was Awesome.  It taste great in anything you use it on, especially fish.  Oh how I LOVE THIS OIL.  I love anything pecan so this is a win win.  DID I SAY HOW MUCH I LOVE THIS OIL.Funny is I watched a video on how this is made, it's not even made in Louisiana its just bottled there.  The pecans come from Texas and they are shipped to California to have the oil made and then its bottled in Louisiana.Just get it, you won't be disappointed.",positive
This was a good way for me to taste a the different flavors of these Sahale snacks.  They are just the right portion for grab and go snacks or packed lunches.  These snacks are expensive at the stores so I thought this was a pretty good deal.,positive
Expensive but you won't get better flavor in your baking!,positive
This is a great spice trio. We have used it on fish and chicken. They are not too strong and give a nice taste to your good. We are trying it on everything! My husband who doesn’t always like spices loves them all .,positive
Best Kurig Coffee ever... PERIOD !,positive
I absolutely love this product it is so delicious truly refreshing and it does not have a lot of sugar very light especially ice cold the cutest little bottles I just adore which can be you used again if you like just because they're so adorable it's worth the price no more difference than you going to these different retail stores to have a refreshing drink which has a lot of sugar but this is really a delight I love this drink including my nurse loves to drink we drink it almost every other day I would drink it everyday if I could love it I recommend this drink,positive
"I like the flavor, and the moistness, and that they are organic. Often they’re stuck together in the package but that doesn’t bother me. I just peel them apart then serve.",positive
Some were open and spilling not happy...,negative
"Glutino has done it again! This product is better than the real thing! Even my kids who do not like gluten-free swears that these are better than the cookie that is famous and starts with an O and ends with an O! You will not be disappointed! An awesome product to make Oreo cookie crust, but gluten-free.",positive
I lost 9 lbs in two weeks with no exercise. I ate Miracle Noodles for lunch and dinner about 4 times a week. The Angel Hair is my favorite. The rice and linguine are okay.,positive
"This product is on a constant reorder.  This is an easy mix product which has a good consistency and tastes great.  Through experimenting with the ingredients, I've added an extra tablespoon of vegetable oil which seems to keep it moist and soft.  Sliced and put in the refrigerator in a container then microwave pieces for a few seconds before use.",positive
This are absolutely disgusting. I was hoping for an Almond Milk taste but ticker consistency. What I got tasted like dirt water.,negative
"Of all the tea's I have experimented with this is my absolute favorite! In an attempt to cut down on some of my caffine consumption I began trying different herbal tea's and fell in love with Rooibo's which I now drink everday instead of good old lipton's.Pride of Africa is a combination of rooibo's and honeybush tea, it is not only good for you it's tastes wonderful hot or cold. My only complaint would be that it is a bit expensive for me so Davidson's Rooibo's will be my basic tea but this will be around too and always purchased if it goes on sale!",positive
"I bought this as a gift for two friends who love to cook. As luck would have it, they were serving Italian food the night I was invited to dinner. We used the one of the dipping oils with the Italian bread and it was delicioso.",positive
"Wakes me up, feel clear and alert. No crashes.",positive
The bags arrived looking different from the photo in the listing.  I've purchased Reed's before and always loved it; NOT SO this time.  My big complaint is that not all of the crystalized ginger is edible.  There is a lot of inedible fiber that I end up spitting out into the trash.  I am very disappointed.  I am disappointed enough to look for another brand next time around.  Too bad I ordered such a large quantity this time because it definitely was not worth what I paid.  I NO LONGER recommend Reed's Crystalized Ginger.,negative
best of folgers and better than a lot of other brands.......price is currently off the wall.  it should be 8 not 17 to 25 or more.,positive
I have used this product for years to promote my overall good health in a natural way.,positive
The tea comes in a vacuum sealed bag and an accompanying bag that seals once you open the vacuum sealed bag. Definitely helps with the freshness. The tea is very tasty!,positive
"wasn't bad on price, came through the mail quick",positive
"These faux chicken pieces made a great base for easy, fast, fajitas when using a spice mix. What more can I say? I will probably buy them again and make chicken salad or bbq chicken.",positive
I love the 365 brand,positive
Not sure how thickness applies to dry seasoning mix. Taste ok! Haven't made bagels again to use it on them.,positive
This grape soda is horrible. It does not taste like the lighter grape can. And they won't do a refund.,negative
I was drawn in by a Facebook ad.  All I can really say beyond what I said in the headline statement is their texture is flat out nasty.  I'm 60 and I've never tasted any chip that comes even close to being as bad as this.Bottom line:  My two cents is avoid like the plague.,negative
I bought for my mother.  She loved it!,positive
Very flavorful and is excellent for cooking!  A little goes a long way!,positive
"Great addition to any dish, very potent aroma.",positive
We buy this brand whenever possible.  It's hard to consistently find the same flavor in stores or online so we get different ones if the other is not available.,positive
This made me miss South Korea.,positive
"Made of cornstarch this powder is wonderfully absorbent and leaves skin dry but silky smooth. The magnolia petal fragrance is terrific. It is a fresh, clean floral that is not too sweet or cloying. The container is easy to hold. The cover screws off without difficulty and it sprinkles as expected. An excellent product for babies of all ages.",positive
This is so so good. I hate vegan cheese. Every one of them that i've tried. But this is so good. It doesn't have much taste cold but it's amazing melted. I put it on Lasagna and it's a wonder. I will make vegan and non-vegan versions of my lasagne and use this on the vegan one. My friends usually ask for the vegan one after trying it because they love this so much.,positive
I just love it during this pandemic. Solid and genuine.. Highly recommended. But price is a little bit higher. Would love to buy again.,positive
This is just as good as the name brand. Easy to make.,positive
the next best thing to sugar,positive
Fresh and yummy... made great gifts when used with the clear chinese food boxes,positive
got what i ordered quickly.  quality product,positive
Didn’t like this brand at all. Only used a short time.  Compared to other brands it’s not as good at all.,negative
Chips all came crushed,negative
"Super fast shipping, great product.  I am very satisfied with this order.",positive
Kinda sour but not really,negative
The licorice is way over powered by the salt. The licorice flavor is not very pronounced.  Sorry but this was not good for me and I buy a lot of licorice.,negative
"Love this brand of freeze dried mangos. The flavor and packaging provides for a good quality product where you can tell a difference, especially among mango variations. The packaging always surprises me because I expect more crumbs but the mangos always come in good size chunks, not full of powder and crumbs.",positive
Too much sugar added. Fruit does not need additional sugar. I was very disappointed. I sould have read the ingredients better. It was my fault.,negative
this by far the best ive bought so far. i put it on beef chicken and tuna on the grill. very pleased,positive
This bag of nuts is fresh and tasty. So was the previous bag. Will buy again.,positive
"A staple in every house I've been in, I have enjoyed the Kraft brand my entire lifetime.  I much prefer the REAL Wisconsin cheese I might pick up at a roadside stand on a Saturday afternoon drive, or in some cases the packaged stuff by Sargento.  Still, these Kraft American singles are the go-to choice when grilling up cheeseburgers on the Weber gas grill.  This processed cheese product melts better than anything and tastes so good on a great big juicy burger.  It is one of life's greatest pleasures all wrapped up in a quality bun and customized by your own personal choice of condiments and sides.",positive
"I received my subscribed shipment on May 25th.  The individual bags are ""guaranteed fresh"" until May 31st. Half of them are stale and inedible.  I should have known better.  Cancelled my subscription on this product.",negative
"Filled with flavor, Bought the circus pack and don’t regret it. Delicious!",positive
I ordered two. They arrived with expiration dates within 3-4 months. Not eligible for returns. Don't risk it.,negative
I dislike that the product is 2 weeks later! Why ?,negative
"My favorite creamer, I buy 3 at a time because stores never have it in stock. Better price on Amazon too. Tastes better than coffee shop to me, I use exactly what I want for taste. Try it",positive
"Not one football sprinkle in here, the whole reason I bought them.",negative
"These coffee pods are horrible! Coffee and grounds spilled all over the new Keurig and my counter (4 times). Thought it might be my Keurig (only 8 months old) so I took it back and bought a brand new one. Tried a different brand coffee pod and it worked fine. Put a Maude’s pod in and again, coffee and grounds spilled all over the new maker and the counter top!!!!",negative
It does the job as described but it has the worst taste of all the 5 Hour products,negative
These cookies are outstanding!  A large amount for the price. Fresh and flavorful. Great gift for cookie lovers.,positive
This box of assorted Twinings tea is prefect for anyone who is looking to experiment with different flavors.,positive
They were delicious and I was very pleased.,positive
"The beans arrived vacuum sealed and fresh. They were mostly plump and long. The smell was terrible, it smelled like a old leather shoe. I cant tell a big flavor difference in baking compared to vanilla extract.",positive
"These came SO FAST! Way faster than promised, well packaged, and I’ve already made two delicious cocktails with them. Super impressed with this seller. The mole bitters in particular are amazing. Thanks for making Inauguration Day 2021 even more special!",positive
Product came very quickly. Very nice large size.,positive
The Tropical Coconut Blend mixed with sugar free Nestle Vanilla Carmel creamer is delicious hot or cold.,positive
"The garlic, parm chips are absolutely amazing. I eat a paleo diet so these are perfect for a go to snack. I love the flavor, the texture, and the easy on-the-go package. I buy multiple packages, on a weekly basis, to make sure I never run out.",positive
We have been using El Gaucho seasoning for a couple years.  It goes in almost everything we cook.  Highly recommend it.,positive
Love progreso soups.,positive
This tastes a lot cleaner than the American sodas. It has a nice citrus tangerine taste.I am very happy to have tried it. It would really do well in America.,positive
"This is really good vanilla extract, in a bottle size that's much better suited to the amount of baking I do than the much smaller bottles available in my local grocery store.  Not a bad buy, either.",positive
Great product and especially great as a special meal for kids. Made these for my son's class at daycare and they loved the new shape (2 year olds).  Only wish they came in whole wheat.,positive
Seems like it did not get up to temp. It's got a very gummy feel to it once you start chewing it. It's not brittle like it should be. Other than that you can't be the price. Just wish it was better executed.,negative
"Brown butter is so delicious and gives your dishes a great flavor. Love this brand, would purchase again!",positive
This made a nice Christmas gift. My daughter loves Starbucks and was delighted with this gift. Will buy this gift set again.,positive
The flower were awful when I opened them. I wasn't even able to give them to my mom. I had to go out to a local florist and buy more.Worst gift I've ever bought. If I don't get refunded we will have a serious problem.,negative
Delicious coffee.  Great price.  Love this stuff.,positive
Lotta candy for the money,positive
I’ve been a big fan of the Marcona almonds for a few years and these taste great. My co-workers like it when I bring them to work!,positive
"I was so disappointed in the Kona coffee.  It was awful.  I so expected a full, rich, flavorful brew and it was terrible.  I am sorry so give such a negative review but it really was terrible.",negative
They melt in you mouth,positive
Great Deal. Love the flavor.,positive
"""Lifesavers.  A part of living"". How can you rate Lifesavers anything but 5 stars.",positive
Overpriced crap,negative
"Bought a bag of this (now on second bag) and I mix three cups to two bags of Dunkin' Donuts Caramel Coffee Cake and two bags of Dunkin' Donuts Cinnamon Roll in a large airtight container and shake it up to blend. Laughing at these people who are trying to drink it straight. It has no real flavor alone (more like a tea). This stuff is not strong, but *very* potent. Co-worker is bouncing off the walls all day and has no idea that I changed the coffee.",positive
Haven't used as yet but very beautiful product. Looks better than pic shown. Would definitely recommend.,positive
"I love these things. Been eating them everyday for two years. They are expensive, though.",positive
These are pretty flowers and lasted almost two weeks which is amazing. They made a nice center piece for our Thanksgiving table,positive
Thanks  it's  The best coffee I ever had,positive
Best on te market...by far.,positive
Liked this chocolate bar.,positive
Yuk actually one star gave an extra one for packaging.,negative
Wish I would have looked at the negative reviews. I have purchase this product through amazon before but this time it came without a lid! Once the pop off lid is removed there is no way to seal the container which means you can use it once and after that it will be stale. Can't believe this is actually a problem?,negative
My package came open with no tea inside 😩 I’ll reorder.,negative
The sale price was very nice. Better than I can find in all the Chinese supermarket in Houston! This soy sauce is in high quality with full strength of  protein content. A better choice than the red version of the same brand.,positive
"My dad loves black licorice jelly beans. When you live in a rural area, it's hard to find them, so I was happy to find them on Amazon. He seems to enjoy them!",positive
I did not like this at all. It’s like putting a glob of grease in your coffee. Greasy and no flavor even though it said vanilla. In the trash can it went.,negative
"A GOOD REBDITION OF AB OLD, OLD, OLD FSVORITE.",positive
It's good COFFEE ☕,positive
"So, this is just ketchup, like all the other heinz ketchups I buy at the store.  So, it was exactly as expected for flavor and consistency.  Would buy again.",positive
Excellent flavor and wakes you right up.,positive
Love this tea will be  ordering more,positive
"These are wonderful for pimento cheese, soft cheeses and other dips. They are the perfect bite size. Take them out of the pack, place them on a tray along with dips and a small knife or spoon, and enjoy.",positive
Way overly priced! I wish I would have looked at the other reviews before buying this product.,negative
Huge bag and very delicious,positive
Wonderful texture,positive
I thought this product would be a little bit different than the others because its gf product and it might taste weird but its actually super strong(coffee taste) and taste really really good. Chewy and good!,positive
All time favorite always fresh never stale,positive
Tastes just like chocolate!,positive
"This is very high quality katsuoboshi, and the stock it made was delicious. I also feed it to my cat, and he seems to absolutely love it.",positive
Bought for my mom.  Came quickly and she loves it.  Has a great flavor .,positive
Thank you for making a product I can eat. I'm allergic to both corn and wheat.,positive
Bought this on 12/1. Expiration date is 12/39/2018. Item isn’t eligible for return.,negative
There were some that mom didn't even know were from her birth year,positive
I can't believe how beautiful this comes with ice and packaging.  So much cheaper than other companies.  I would highly recommend for a gift.,positive
"NO SALT, great mix of herbs and spices",positive
"Es muy pequeño por la cantidad que pagas, compré uno es gris en dollar tree y es la misma marca y tamaño y solo me costo $1.25",negative
Only problem with these is I will eat a whole bag if I’m not paying attention. Am going to try raspberry or watermelon next.,positive
Great taste and texture! I really love this bread.,positive
After waiting months to receive when I got them they were expiring in a little over two weeks. I was totally disappointed,negative
Yup. That's what it is.,positive
"This hot sauce is amazing. Really enjoyable has a really nice kick to it. Great on Eggs,Steak and Chicken. Gilroy Ca Came Thru!!",positive
"Flavor is the best even if you Fing add anything else like sugar, healthy and smells rich and lovely",positive
Exactly like the old-fashioned ones,positive
The worst product I've ever had. The taste is bad and smells like engine oil. Don't waste your money!,negative
"Great brand and product.  I like chia seeds and add them to my protein shakes.  What I don't like about chia seeds is how the stick to everything.  They are hard to get off my blender, glassware and teeth!  Ground chia seeds is the only way I will consume them.  The clean-up is much easier.  I am happy with products from Spectrum and their quality is always consistent.  I use their ground flaxseed as well.This ground chia is something I have and will always reorder every time I run out.  It is a staple for my daily shakes.  A great souce of extra fiber and omega-3 fatty acids.  I highly recommend.",positive
Love them so does gbabies great deal healthy way for a quick breakfast or snack,positive
I feels great and I love it.,positive
Ease and convenience to send to a grandson.,positive
This tea is on point. I use some chocolate protein drink as a creamer and this makes a combo of awesomeness! Creamy. Succulent and engaging flavors!!,positive
"Received with a label indicating the product was over one month beyond its ""best by"" date. Preventable. Disappointing.",negative
looked and tasted great on my daughters mermaid themed birthday cake.,positive
Me llego solo uno y venian 6,negative
"Rotten, black mold, smell rancid. Horrible quality. Will not buy again.",negative
"Have used this companies product for over twenty years when it was only sold in bulk, still use the bulk formula, it's all great natural medicine for keeping healthy in my opinion.",positive
"Rather than buy a bottle of tonic, I just add a bit of the syrup to some sodastream soda water and I make tonic water by the glass.",positive
"I have been sold on Basmati rice for a long time. Best rice in every category - taste, smell, fluffy ness.",positive
"Up until now, my favorite K-Cup flavor was Emeril's Big, Easy, Bold. It is still good, and I still like it, but I'd been searching for variety. I stumbled upon this one by accident, and I absolutely love it. It's really dark and rich, and not burnt tasting like French Roast.",positive
"I have to say I love this cookbook. I have had many cookbooks over the years but I really like this one a lot. It is updated with the latest healthy advisements. The book provides you with some overview information at the front. The recipes are divided into meal suggestions for breakfast, lunch, and dinner. What is great about this book is that it uses new and healthy ingredients in very easy to follow recipes. The best thing is that each and every recipe has a full page photo which is helpful so you can see what the meal should look like. There are so many recipes in here that I want to try!!!  Also, each recipe gives you the nutritional value per serving. I've been cooking for many many years, and I will find many things to love in this cookbook. It would also be good for any new cook just starting out. The directions are easy to follow and there is a list of ingredients for each recipe. There are also tips provided throughout the book. Beautiful cookbook and it would make a great gift.",positive
I’ve been eating these since I first went vegan in 1999.  What a treat!  All the fun of jello without the animal bones.  Tastes better too!,positive
"I have tried the regular and organic and they taste the same. It does cause some gas if I drink two cups a day, but I switched to this from over thirty years drinking coffee. Have more energy now after changing to this drink. Put a little, or a lot of whip cream and a few sprinkles and, “Popof” a wonderful hot drink to soothe me. The other great things is I can drink this late at night because there is no caffeine in it!!p",positive
Product arrived with a broken seal. As though it had been opened. I returned it.,negative
The very best pizza sauce 😋,positive
I have always loved Almond Roca and gave this as a gift,positive
I was under the assumption I was buying 6 bottles not 1 bottle for 10.90 I feel like this was a very high price for 1 bottle never again,negative
"Yummy,easy nice flat sheet style lasagna pasta that made the usual tedious procedure of making a lasagna LESS tedious with no boil pasta sheets.",positive
"Horse approved!  However, the rope was too thick for the hole in the salt.  Baling twine worked just fine, though.",positive
Liked that the product was fresh and not broken😊,positive
These are absolutely amazing! So easy to make and take only 5 mins. Tastes like store bought to me. Very good!,positive
"Wish there was an equal number of each kind, otherwise it was great",positive
Very good chai mix without milk powders. It's a little spicy with a peppery aftertaste. Perfect with a little almond milk.,positive
"I bought this product because I believed it was unsweetened as advertised.  Not true,false advertising. This has added sugar in the form of apple juice and extra calories from added oil.  No returns of course.  I'd recommend looking at other products.  And look at label instead of believing ads.",negative
Very good price especially since we can't find it at walmart,positive
"I’m so sad to say that these noodles tasted horrible, and the consistency was very gummy/gooey :(I was really hoping I’d found an alternative to conventional wheat noodles.",negative
"Perfect. I used these for the eyes on a batch of  'monster' cupcakes i made for my kids elementary school...kid-tested, kid-approved!I ate a couple myself, just to taste their flavor...chef dad-tested, chef dad-approved!",positive
I tried this brand in a sample box. The smell and taste are amazing. I could drink it without creamer & only stevia in it. Great stuff.,positive
Really enjoying this tea. Have had it for several weeks and have come to appreciate its unique blend. I most often make it black with water but will at times make a latte with a hint of sugar---and it is beyond delicious.,positive
Sooo good to eat,positive
Very freshGood priceFast deliveryYUMMY,positive
probably not in this weather,negative
"This is a great simple granola product, but I always add almonds to it to make it better",positive
Really good BlackBerry Jam. I  read the reviews.  My seal was fine.,positive
"excellent quality and price, tastes delicious, easy to make",positive
"These sardines are the best i've ever had. I have these on subscribe and save and get a box every month. Not only are  they very good for you, they taste excellent as well. Be warned though, eating these sardines may turn you off to lesser quality sardines.",positive
Loved each flavor!!!,positive
"The portion size would have been fine, but it was spoiled, sour-smelling, and sticky. I had to trash it.",negative
tastes really good and healthy.,positive
"I liked the flavor tremendously. No too sweet. That said I tend to mix 1/3 juice to 2/3 cold water or half and half.Although haven't tried it this way yet, I bet it would be amazing in a smoothy with Vanilla protein powder for a cherry shake.In terms of value for the money I'd say it's a great deal!",positive
This candy import is great tasting & has a surprise inside.  IT's a must try!!,positive
Mouth-watering cherry candy!!! I order it monthly because it's that 👍,positive
This product was not good. They tasted stale and were really awful. Do not recommend.,negative
I spent money on this nasty tasting gum. Never again.,negative
Another good flavor sometimes I added to my coffee good stuff,positive
The best mints ever made,positive
"Really, not very good tea. Can't describe the taste, wasn't horrible, but wasn't tea either.",negative
"The best coffee, I’ve tried others but it is well worth the price and even decaf tastes like regular.",positive
Found these at my local hardware store for a dollar a piece. These are only 50 cents a piece. They taste really good and last a long time. Will buy again,positive
They all arrived intact!,positive
"This is strictly on the pricing. This product is 6.99 on their website, but it's coming up as 19.99 for unknown reasons.",negative
"These were ordered as a treat for my twins 2/1st grade class......toys sent in eggs were all for girls....... poorly packaged..upon arrival, some eggs were crushed...I must admit I was embarrassed ...Delivery fee was very expensive",negative
"This tea is great! I keep it with me all the time. I use it at work and when I go to a restaurant. I order water and use this for my drink. No one can make tea like this. The best part it is all natural. I had to order thru Amazon because the stores in my area quite carrying it. Go figure!! Amazon has great customer service and fast delivery. I have ordered from them several times before, different products, of course",positive
"I’ve been using this product for years and finally realized I should write a review because it’s awesome. Obviously a high smoke point, but super mild flavor and I use it in and for everything.",positive
"[[VIDEOID:936d598b3b5ad6cd5b5315c8d807f239]] I paid for a plain bottle of syrup...dont fall for it folks. I seen this bottle listed as the original syrup with the original beautiful black woman on the front of the bottle as it was intended. What I got was just a bottle, super disappointed.",negative
I received the product and the taffy was stale and I had no flavor and I’m very disappointed in this purchase I made.,negative
"These are great for travel.  However, I use them because they are de-caf and great tasting!",positive
This is honestly the best coconut drink I have ever had. It may become a new addiction!,positive
